CustomerID,CustomerName,CustomerType,RegistrationDate,LastOrderDate,TotalLifetimeValue,CustomerSegment,StateCode,City,ZipCode,AcquisitionChannel
eec2a2ac,Janet Ferguson,Small Business,2021-11-26,2022-11-07,18609.84,Bronze,TN,East Philip,51658,Organic Search
53154121,Robert Hicks,Individual,2023-03-06,2025-06-08,18644.58,Silver,AP,West Angel,12575,Online Ad
a029eb70,Joseph Martinez,Corporate,2023-01-23,2023-09-27,16976.27,Gold,MH,Deborahberg,23893,Referral
fd41cac8,Dr. Jon Allen,Small Business,2022-09-25,2024-11-25,10972.44,Bronze,UP,Williamborough,08365,Organic Search
a6cb0f38,Diane Winters,Small Business,2024-06-28,2024-12-17,3260.87,Silver,DL,West Chelsea,31658,Online Ad
53e6641c,Kristen Gardner,Corporate,2023-06-19,2023-06-30,9565.59,Gold,TS,North Lisatown,09576,Online Ad
65c5268d,Kyle Harmon,Individual,2021-10-22,2025-02-10,15404.18,Silver,MH,Gainesfort,18069,Online Ad
ba3d9b80,Sandra Snow,Small Business,2022-02-04,2022-02-16,1805.85,Bronze,GJ,Morganland,55081,Organic Search
71df6fe4,Jacqueline Cook,Small Business,2022-02-28,2024-11-17,11774.48,Gold,AP,New Connor,92368,Social Media
09527b01,Angela Jones,Corporate,2022-04-12,2024-08-09,9052.85,Gold,GJ,Michaelhaven,41108,Referral
b28f3171,Becky Thomas,Small Business,2022-07-06,2024-12-31,14727.4,Gold,RJ,Matthewport,44148,Referral
a841d840,Kristopher Carroll,Small Business,2023-04-24,2024-05-09,733.89,Silver,KA,East Robert,32746,Organic Search
36423eae,David Bailey,Individual,2023-11-29,2025-06-22,7094.98,Silver,TS,Lake Emily,03424,Referral
a26b26c7,Megan Harris,Individual,2021-09-13,2022-12-09,18781.46,Gold,TN,Port Emily,40345,Organic Search
26764fcd,Laura Thompson,Individual,2024-06-29,2025-04-28,8025.85,Silver,TS,North Laura,82421,Online Ad
6b51f9bc,Andrea Yoder,Corporate,2023-01-16,2024-10-28,13995.54,Bronze,AP,Weberbury,31322,Referral
55b34911,Cathy Fletcher,Individual,2021-07-18,2024-07-19,4882.01,Silver,TS,West Robertside,02049,Organic Search
1e441884,Anne Murray,Individual,2022-05-10,2023-03-18,3601.53,Bronze,UP,Port Robin,25121,Referral
013e0e4c,Samuel Farmer,Corporate,2022-02-23,2023-10-20,13157.91,Gold,TS,Roblesfort,62878,Social Media
44b0a673,Theresa Contreras,Corporate,2022-10-08,2022-12-02,14732.0,Silver,TS,Jasonton,86187,Social Media
2e165067,Theresa Landry,Small Business,2024-02-03,2025-07-08,17741.48,Silver,WB,North Stevenfort,24042,Online Ad
e2800ffa,Sheryl Smith,Small Business,2023-01-27,2023-05-03,372.64,Bronze,AP,Port Jeffrey,48048,Organic Search
36a6090f,Andrea Abbott,Individual,2022-10-16,2023-06-06,13933.87,Silver,GJ,North Tiffany,10118,Online Ad
b1a54540,Katherine Hess,Corporate,2021-10-17,2022-03-07,4565.51,Bronze,TN,Campbellbury,72256,Referral
dcac1366,Ralph Blanchard,Individual,2024-04-19,2025-05-10,10412.84,Gold,RJ,Thomasfort,87061,Organic Search
87b2f18f,Dan Roberts,Small Business,2022-05-25,2022-12-06,1253.19,Silver,WB,Carpenterville,22388,Organic Search
5026f98c,Michelle Rogers,Corporate,2023-11-19,2025-01-28,7707.87,Bronze,TS,Coleton,31699,Online Ad
e991c7cc,Erika Barker,Individual,2023-07-20,2023-10-23,14417.23,Bronze,DL,Katelynbury,34826,Referral
4b640f71,Michael Fox,Small Business,2022-03-05,2025-05-25,17532.13,Gold,RJ,Lake Johnfort,03215,Online Ad
20313e3b,Lisa Patel,Small Business,2021-11-16,2024-01-14,10388.05,Gold,UP,Paulbury,72249,Organic Search
43778f12,Joy Miller,Corporate,2023-10-09,2023-10-29,16360.7,Silver,TS,South Katherineberg,94214,Referral
1b3504f7,Mary Figueroa,Small Business,2024-03-28,2024-11-12,2193.15,Silver,WB,Lawrencestad,71180,Social Media
04481e48,Heather Velasquez,Small Business,2023-09-05,2024-08-24,5762.16,Silver,UP,Meredithview,59003,Social Media
b6900b54,Timothy Obrien,Small Business,2022-11-08,2023-09-12,1369.69,Bronze,TN,Esteschester,32786,Referral
defc580b,Joseph Tran,Individual,2021-09-23,2021-10-14,9161.41,Gold,KA,Gregoryton,32677,Referral
df0893c6,Nicholas Cohen,Individual,2023-08-12,2023-08-26,2300.36,Bronze,KA,New David,43273,Social Media
89c943a7,David Garza,Small Business,2022-02-04,2024-12-26,367.79,Silver,WB,Danielleshire,62469,Online Ad
c1c77c92,Matthew Reed,Small Business,2024-05-15,2025-06-03,12282.07,Silver,MH,South Yolandachester,27267,Online Ad
d723ab9f,Michael Diaz,Corporate,2022-11-22,2024-04-23,3610.91,Silver,RJ,South Amanda,65015,Social Media
e3d97452,Tommy Randall,Corporate,2024-02-17,2025-03-22,786.81,Silver,MH,New Catherine,29223,Referral
a74f0e83,Nina Norris,Individual,2023-10-15,2024-07-21,16518.87,Gold,TN,North Moniqueview,72269,Online Ad
7ca191f3,Krista Garcia,Individual,2023-11-21,2025-03-10,4094.89,Gold,TS,South Kimberly,31497,Social Media
63c10c32,Shane Black,Corporate,2023-06-20,2025-01-02,3540.76,Gold,KA,Port Hollychester,10958,Referral
60d61e5a,Mark Powell,Corporate,2023-12-14,2024-05-22,18263.75,Gold,KA,South Thomashaven,79533,Organic Search
b09e9918,Rachel Turner,Corporate,2022-02-18,2025-06-12,6496.33,Bronze,AP,New Joseph,34742,Referral
c7f1f34c,Anthony Cook,Small Business,2021-10-19,2022-07-15,12517.96,Bronze,TS,Port Timothybury,10003,Online Ad
d8c064e4,Michelle Davis,Individual,2022-10-01,2024-05-29,14662.26,Gold,RJ,Hollyborough,74444,Social Media
017ee924,Christopher Barrett,Individual,2023-11-27,2024-04-24,13941.86,Gold,KA,Evansstad,11594,Social Media
16e017e7,Benjamin Lee,Small Business,2021-12-13,2025-07-07,15161.65,Silver,GJ,Lake James,62713,Referral
99ab04fa,Brandy Bush,Small Business,2022-01-05,2024-08-04,11776.93,Gold,DL,North Natasha,55383,Social Media
be0ccf18,Mr. Joseph Dean,Small Business,2023-07-22,2023-08-22,5483.87,Bronze,AP,Greentown,52585,Online Ad
2452f86e,Mark Jones,Corporate,2022-06-07,2024-06-25,4595.64,Silver,RJ,New Michelemouth,84508,Organic Search
f34c6cbf,Autumn Garcia,Individual,2022-09-22,2024-12-01,4597.59,Silver,KA,Port Paulton,53887,Social Media
d1969f27,Brent Jordan,Individual,2024-01-29,2025-03-19,685.71,Gold,AP,East Marcofurt,37083,Referral
1e2095ab,Mary Adams,Individual,2024-06-03,2025-06-12,9984.87,Silver,GJ,Marybury,68296,Referral
3112f3a5,Shawn Bell,Corporate,2023-03-08,2024-01-02,18585.65,Silver,WB,North Scottville,51879,Social Media
5b086464,Elizabeth Chavez,Individual,2021-11-01,2022-02-01,5584.43,Bronze,KA,Port Meganmouth,41371,Social Media
3f235a3c,Sarah Reed,Small Business,2023-09-13,2024-07-09,1123.07,Silver,GJ,Millertown,62040,Online Ad
465033fc,Ashley Ward,Individual,2022-04-01,2024-05-02,11399.9,Bronze,UP,Lake James,48342,Referral
b95df1c8,Phyllis Manning,Individual,2022-09-14,2022-10-31,10364.41,Gold,WB,Jameshaven,25958,Referral
194a74ab,Eric Cook MD,Small Business,2022-09-27,2024-02-24,15271.44,Gold,GJ,South Jennifer,22044,Referral
26696cf5,Diane Ford,Individual,2023-09-29,2025-06-20,9516.21,Silver,RJ,Mccarthybury,62710,Referral
dfa221b1,Jacob Crane,Individual,2023-02-03,2024-10-29,5320.69,Gold,KA,Reevesburgh,08006,Referral
13b36946,Kara Weaver,Small Business,2023-11-20,2024-07-11,13617.15,Gold,WB,Christopherbury,53104,Online Ad
1a036e49,Anna Davis,Corporate,2022-09-01,2023-06-07,2366.68,Silver,RJ,North Alison,59715,Referral
9f556163,Nicole Dodson,Individual,2023-11-10,2024-11-22,14514.27,Bronze,WB,East Vanessa,90237,Social Media
ddae01cd,Dr. Steven Gonzalez,Small Business,2022-02-05,2022-12-20,13819.56,Gold,RJ,Lake Benjaminton,33310,Social Media
55bc2ab2,Robyn Franco,Corporate,2023-06-08,2023-07-29,10040.33,Gold,RJ,Cookton,88838,Referral
53f04073,Patricia Sellers,Corporate,2023-07-16,2025-06-24,2099.14,Bronze,RJ,Lake Loganland,18144,Referral
2edf2a77,Robin Craig,Individual,2021-10-02,2024-02-06,9336.99,Silver,KA,Maciasport,11932,Organic Search
b031a2b4,Kimberly Neal,Individual,2021-11-07,2022-01-16,3425.17,Silver,GJ,Perezhaven,71949,Referral
871d3781,Victoria Gonzalez,Individual,2021-08-19,2023-01-28,14928.42,Gold,TN,Timothyfurt,53063,Social Media
b3358579,Lisa Gonzalez,Small Business,2022-09-03,2022-10-17,7113.16,Bronze,DL,Kellyton,71504,Organic Search
e384cc27,Theresa Hill,Corporate,2023-04-06,2024-06-11,6004.78,Silver,RJ,North Amy,53437,Social Media
76d753eb,Rebecca Bennett,Corporate,2024-05-24,2025-02-20,17822.9,Gold,GJ,Michelleberg,71375,Organic Search
3ab6287d,Kevin Cook,Small Business,2023-11-28,2024-09-08,5106.86,Bronze,KA,Ashleystad,07054,Organic Search
798eb3bd,Shannon Ellis,Individual,2021-07-09,2021-09-30,6392.96,Bronze,WB,Webbside,29877,Referral
31d4a40c,Jack Anderson,Individual,2024-06-16,2025-04-24,16096.82,Gold,UP,Santiagofurt,58323,Social Media
3b6ac23a,Priscilla Gibson,Corporate,2022-04-12,2025-06-26,10518.39,Bronze,TS,Snyderfort,99415,Referral
a99201f7,Caitlin Taylor,Corporate,2022-04-06,2022-09-23,17603.11,Gold,TS,South Patrickton,99733,Organic Search
749c2ab8,Benjamin Lee,Individual,2024-05-14,2025-06-20,16257.2,Silver,TN,Sawyerfurt,54873,Online Ad
292c0556,Melissa Rodriguez,Corporate,2023-10-13,2023-10-16,15299.47,Silver,DL,Cantuland,12344,Organic Search
42f0a8c5,Cheryl Reynolds,Individual,2022-01-11,2022-06-03,4834.53,Gold,AP,West Ashley,76242,Online Ad
50afbffe,James Herrera,Corporate,2023-07-28,2025-01-24,4527.13,Silver,UP,Evanschester,72763,Social Media
e23260a6,Mark Hansen,Individual,2022-07-03,2023-06-21,15223.62,Bronze,KA,Rossshire,32925,Referral
1608b85e,Jennifer Carroll,Corporate,2021-07-23,2024-07-21,2996.91,Gold,UP,Port Matthew,03892,Organic Search
b6d49ece,Mitchell Elliott,Corporate,2024-02-25,2024-04-14,6123.99,Silver,WB,West Ashleyside,75231,Organic Search
3bedb2c6,Jonathan Pratt,Corporate,2024-04-28,2024-10-21,13838.63,Gold,GJ,Jamesstad,22901,Social Media
30ce2f63,Jennifer Jenkins,Individual,2022-01-15,2023-02-17,1593.42,Silver,TS,South Patrick,26269,Organic Search
55da5d46,Kayla Marquez,Individual,2021-10-23,2023-10-17,11524.27,Gold,RJ,Rogerstown,06555,Organic Search
d39055ed,Nathaniel Wilson,Individual,2022-07-14,2024-04-23,1220.94,Gold,TS,Danielleville,79663,Referral
2cde865c,Robert King,Individual,2022-02-12,2025-06-02,17852.76,Bronze,KA,Port Jasonborough,82406,Referral
218fabd5,Jose Lyons,Corporate,2023-07-18,2023-09-27,18357.69,Silver,KA,Murrayland,02023,Social Media
ff620a15,Brandon Simmons,Individual,2023-07-18,2023-11-29,8646.07,Silver,RJ,West Kathryn,73065,Referral
77d49c8a,John Torres,Individual,2022-08-07,2024-08-04,2972.66,Bronze,WB,Christinatown,91117,Organic Search
ba1bc068,Michael Moore,Small Business,2022-05-25,2023-03-04,4417.84,Silver,AP,Lake Destiny,68903,Social Media
ccd25861,Jason Adams,Individual,2022-04-08,2024-10-24,9400.36,Silver,GJ,Johnview,92082,Social Media
35ffee5e,Angela Thompson,Small Business,2023-10-03,2025-06-15,10745.26,Gold,GJ,North Ruthville,69929,Online Ad
f5897e5f,Austin Williams,Small Business,2023-07-28,2025-03-19,4226.4,Bronze,MH,Lake Christine,94256,Organic Search
2c331e98,Chad Stephenson,Corporate,2022-03-11,2023-01-22,12088.68,Bronze,WB,South Katrina,39635,Social Media
6b880bc6,Marie Smith,Individual,2022-01-27,2023-07-12,3351.04,Bronze,TN,Andersonside,93787,Social Media
8e887d7b,Rebecca Foster,Small Business,2024-05-07,2024-07-18,13458.9,Gold,UP,East Jadefurt,12588,Online Ad
bb13a32e,Mr. Cristian Lawrence,Individual,2022-05-31,2024-05-23,17066.39,Silver,TN,New Nicoletown,93224,Social Media
9c3cd9c4,April Finley,Small Business,2024-06-05,2025-05-20,4704.34,Bronze,AP,Sandovalburgh,29489,Social Media
439e7850,Monica Warner,Corporate,2021-11-14,2024-10-26,3948.47,Bronze,WB,Lisaville,80199,Social Media
a61b4177,Samantha Hughes,Small Business,2023-12-27,2025-04-04,3882.18,Gold,DL,Timothyshire,10972,Referral
b23b910b,Stacy Mendez,Small Business,2023-04-26,2024-03-31,19668.71,Gold,WB,South Daniellehaven,67666,Online Ad
9f4902bb,April Brown,Corporate,2022-08-18,2023-05-09,7326.25,Bronze,TS,New Rodneyhaven,85157,Referral
7b7deb3d,Michael Bond,Individual,2022-08-13,2022-12-24,16964.44,Gold,TN,Hoffmanside,39904,Referral
349bd6f7,Tonya Rivas,Corporate,2022-01-17,2024-09-18,6382.82,Silver,KA,Samanthaside,13023,Organic Search
5fe6c9cc,Daniel Romero,Small Business,2024-03-02,2024-10-27,10403.05,Bronze,KA,South Claudia,68288,Social Media
9538ce52,Tara Miller,Small Business,2022-05-14,2023-11-12,15286.71,Bronze,TS,Port Virginiaview,97325,Online Ad
2876f32f,Christopher Johnston,Corporate,2022-09-04,2023-04-06,8652.22,Silver,TN,Angelamouth,43599,Organic Search
0671fb74,Jared Jacobson,Individual,2023-05-13,2023-05-21,7339.75,Silver,GJ,Brianborough,19656,Social Media
928cfc70,Kimberly Henderson,Individual,2024-04-26,2024-09-29,19545.37,Gold,RJ,New Jasonport,98606,Online Ad
52664e5b,Michael Hahn,Individual,2023-10-03,2024-02-12,7846.93,Bronze,MH,East Andres,64371,Online Ad
450c4ba4,Mark Howe,Individual,2021-09-16,2022-06-13,18327.17,Gold,AP,North Joshuaside,06301,Online Ad
5bb80c26,Carlos Aguilar,Small Business,2023-12-23,2024-06-24,7692.3,Bronze,DL,Klineland,85343,Social Media
92e1ccd6,Mr. David Fischer,Corporate,2024-06-19,2025-02-10,11257.81,Gold,TS,Lake Allison,29652,Social Media
ce27de8c,Kyle Rush,Individual,2022-02-16,2024-12-21,17953.42,Silver,MH,South Kimberlystad,01036,Online Ad
65a43fbf,Aaron Lewis,Individual,2022-10-27,2024-06-06,2540.51,Bronze,KA,North Amymouth,08469,Referral
1dcc526e,Hannah Long,Small Business,2023-08-08,2025-05-13,13197.73,Bronze,DL,Rogersport,80448,Organic Search
f6a8da35,Lauren Haynes,Corporate,2023-10-27,2025-04-14,5080.46,Bronze,RJ,Carrollbury,60248,Social Media
5ea5bad7,James Young,Individual,2021-11-03,2024-12-12,12808.96,Bronze,KA,Ashleyton,76321,Online Ad
3fc2c1c2,Jessica Hodge,Individual,2021-10-17,2023-07-04,6731.69,Gold,RJ,Pearsonmouth,46359,Referral
a73f6ea4,Devin Hancock,Small Business,2022-11-03,2023-07-03,18722.53,Silver,MH,Joneschester,61228,Social Media
e44c3292,Corey Hernandez,Corporate,2023-11-05,2025-04-08,4684.25,Gold,AP,Johnsonfurt,04450,Online Ad
f7f64c0e,Megan Freeman,Small Business,2023-06-15,2024-02-09,8301.17,Silver,GJ,Derrickstad,72271,Online Ad
295f1c3e,Nancy Gardner,Individual,2023-04-17,2023-10-19,11406.19,Silver,DL,Jeffreymouth,41896,Online Ad
f4744d54,Trevor Wilson,Corporate,2023-02-09,2025-06-03,4980.03,Bronze,RJ,Paulfurt,24034,Online Ad
a7f627ff,Kristen Velez,Corporate,2022-12-19,2023-06-07,7913.97,Gold,UP,Hayneston,83427,Social Media
403bd175,Bonnie Price,Small Business,2022-03-16,2023-02-02,5500.28,Bronze,TN,Port Jameshaven,84439,Referral
3d03488c,Melissa Rodriguez,Small Business,2023-05-25,2024-12-22,820.49,Bronze,MH,Johnsonshire,02135,Referral
c7cf3c53,Edward Mckinney,Small Business,2024-02-17,2025-02-24,13111.31,Bronze,TS,East Juliahaven,06900,Online Ad
4fc47868,Suzanne Harvey,Corporate,2022-03-03,2024-07-11,17596.36,Silver,TN,Donnatown,58479,Referral
4ad940e8,Elaine Richardson,Individual,2022-07-31,2023-04-30,13044.83,Silver,TN,Kristinmouth,93750,Referral
5c5f269e,Mrs. Melissa Sanchez,Individual,2024-02-13,2025-01-14,19436.84,Silver,UP,Davisview,04925,Referral
79b5387c,Jose Payne,Individual,2022-10-08,2024-07-15,5228.36,Silver,GJ,East Joymouth,71239,Online Ad
43c81eda,Kathleen Ellison,Corporate,2023-05-25,2023-06-19,1683.72,Bronze,GJ,Port Emily,42779,Organic Search
b16bc886,Stacy Bradford,Corporate,2021-08-04,2021-09-24,6314.25,Bronze,DL,Adamtown,35242,Referral
7c4a551c,Justin Duffy,Small Business,2022-01-04,2023-04-12,5304.59,Silver,DL,Collinsmouth,85424,Referral
cf6472ce,Logan Howard,Individual,2023-08-03,2024-05-17,1835.02,Bronze,RJ,South Scottbury,60970,Online Ad
d02d51e2,Michael Johnson,Individual,2022-11-01,2025-04-07,6513.07,Silver,MH,Port Lisa,53336,Referral
a95d9526,Brenda Dyer,Small Business,2024-04-05,2025-04-19,10900.89,Silver,KA,Smithberg,07280,Organic Search
e69c1f0a,Christina Grant,Small Business,2023-02-14,2023-09-03,12835.75,Gold,UP,East Jennifershire,61660,Online Ad
034392a2,Rodney Murphy,Corporate,2023-05-17,2024-10-31,13545.2,Bronze,MH,Port Joelhaven,86327,Organic Search
afc1de74,Mr. Christopher Moon,Individual,2022-08-04,2024-02-13,2880.78,Gold,AP,New Theresa,64863,Online Ad
6418a053,Larry Blair,Corporate,2022-03-09,2024-01-21,11067.21,Silver,DL,Port Mitchellview,43508,Referral
b56486fd,Thomas Walters,Small Business,2023-01-06,2024-04-01,12520.74,Silver,KA,Peterchester,90396,Online Ad
9b3684aa,Hannah Butler,Small Business,2023-07-06,2023-08-23,10127.71,Bronze,GJ,Williamstown,74692,Referral
e4f2ba3d,Marissa Kelly,Small Business,2021-09-21,2025-02-10,3704.4,Silver,RJ,Shaneton,36950,Referral
80a45d0f,Ruben Doyle,Small Business,2023-10-16,2025-06-25,13595.56,Silver,TS,Collinshaven,33618,Social Media
10b9e190,Colton Garrett,Individual,2022-01-08,2024-05-16,19620.93,Bronze,KA,Jamesview,48711,Online Ad
2383ceed,Ryan Patel,Small Business,2022-10-02,2024-02-21,6636.62,Silver,AP,Hutchinsonmouth,88465,Organic Search
eb64ee87,Grace Johnson,Small Business,2024-04-01,2024-05-18,3621.89,Silver,RJ,Tapiabury,75343,Social Media
f7bc5a01,Julie Smith,Corporate,2023-04-20,2024-03-02,6612.35,Bronze,RJ,Riverabury,36744,Social Media
bf4de1e9,Rhonda Gonzalez DVM,Small Business,2021-09-25,2025-04-10,18183.43,Bronze,RJ,Port Tracyville,09451,Referral
9af878b3,Shannon Elliott,Corporate,2021-09-25,2024-11-24,6048.05,Gold,KA,Lake Thomasmouth,53201,Online Ad
93c3064d,Cheyenne Anderson,Small Business,2021-12-17,2024-03-05,7208.41,Bronze,GJ,West Jonathanview,97311,Social Media
2d00ddd4,Samuel Chandler,Individual,2022-12-22,2023-09-05,5690.26,Silver,DL,New Sue,61906,Organic Search
9c05b7a4,Nancy Lucas,Individual,2021-11-04,2023-09-21,12226.67,Bronze,MH,New Tiffany,10054,Referral
618462b6,Brittany Le,Individual,2021-11-14,2022-02-23,2891.68,Silver,WB,Michelleside,99477,Referral
ceeb0f0a,Jeffrey Green,Individual,2023-05-26,2023-05-29,12274.73,Gold,TN,Port Kevin,80745,Online Ad
fcedf8c1,Willie Hendrix,Individual,2022-12-31,2024-08-09,8404.2,Gold,DL,Bucktown,36813,Online Ad
387216f8,Rachel Brown,Corporate,2021-12-20,2024-09-03,17169.6,Silver,TN,Lake Karihaven,99720,Online Ad
105736a5,Felicia Rivers,Individual,2023-09-24,2024-10-12,19557.52,Gold,DL,East Christopherhaven,49824,Organic Search
517db079,Jennifer Watson,Small Business,2024-06-06,2025-02-13,3504.18,Bronze,GJ,Eileenberg,68488,Social Media
40921b1a,Jennifer Newman,Individual,2023-09-18,2024-09-10,10874.59,Silver,DL,South Justin,80622,Organic Search
d127a37c,Alexandra Miller,Small Business,2023-03-07,2023-04-19,18222.48,Silver,GJ,Hallside,53459,Social Media
edc96342,Brenda Pope,Corporate,2024-05-20,2024-08-08,15543.16,Gold,DL,Port Catherinefurt,38645,Referral
dee7d91d,Anthony Moore,Corporate,2021-07-23,2025-03-18,16602.95,Gold,RJ,Lindseyville,61510,Referral
b4eed5de,Martin Jackson,Corporate,2023-06-15,2023-08-07,3992.65,Gold,GJ,Port Andrea,90157,Referral
ccca94da,Michael Williams,Individual,2023-10-27,2023-12-10,5855.1,Gold,RJ,East Josephport,89620,Organic Search
3fa6cddc,Timothy Johnson,Corporate,2024-04-16,2024-07-28,17958.64,Silver,MH,East Samanthatown,86890,Online Ad
e1bf8346,John Lewis,Small Business,2022-10-19,2023-04-25,8534.18,Silver,GJ,Samanthaland,25107,Referral
88b888ee,Christopher Gutierrez,Corporate,2022-08-27,2024-05-02,12889.76,Gold,DL,Port Chadburgh,16194,Online Ad
5fee2bed,Michael Wright,Small Business,2023-01-22,2024-09-04,1507.31,Bronze,DL,Reynoldsbury,63260,Referral
1e524efe,Wanda Rivera,Corporate,2023-08-26,2024-03-03,8947.98,Bronze,GJ,Robleshaven,95720,Online Ad
8bb1e5cf,Christine Santiago,Small Business,2021-08-13,2024-07-09,8456.27,Silver,KA,Wyattton,78447,Online Ad
08909f92,Keith Johnson,Corporate,2023-01-22,2023-10-24,10459.27,Bronze,WB,Stevenside,22455,Online Ad
21591f14,Bethany Wood,Small Business,2024-01-17,2024-06-17,14944.74,Silver,TS,North Courtneytown,06827,Social Media
82deaddf,Ms. Jennifer Yates,Corporate,2022-09-17,2024-09-18,12706.08,Gold,KA,North Andrea,76509,Online Ad
c97b1bce,Jennifer Avila,Small Business,2023-06-19,2023-07-05,14763.3,Bronze,RJ,Andersonfurt,57701,Referral
4bf83673,John Krueger,Small Business,2024-02-10,2024-09-17,7869.69,Bronze,TN,South Adamtown,52857,Referral
a129dc2f,Jeanette Bailey,Small Business,2022-09-16,2024-05-24,13538.84,Gold,MH,Lake Lawrenceville,95700,Social Media
0313f215,Jennifer Mitchell,Individual,2022-05-31,2025-02-06,14395.88,Gold,TN,Cohenburgh,22741,Online Ad
f7f1f028,Stephanie Robinson,Small Business,2023-01-17,2024-02-04,5043.56,Gold,TS,North Roymouth,21327,Organic Search
a91873a7,Pedro Parks,Small Business,2022-07-25,2024-08-01,9746.68,Silver,AP,Benjamintown,24185,Online Ad
58913a5d,Jacob Hernandez,Corporate,2022-02-04,2024-07-13,3976.13,Bronze,RJ,Amyburgh,80670,Social Media
7ce791d8,Brandon Cherry,Corporate,2022-11-07,2024-06-12,17245.25,Silver,WB,Simmonsland,11073,Online Ad
ae00f516,Samantha White,Small Business,2023-07-21,2024-10-02,9859.3,Silver,KA,East Veronicafurt,69133,Online Ad
ecc456a3,Alex Freeman,Individual,2024-04-21,2025-07-02,9635.48,Bronze,DL,Georgemouth,22234,Referral
aabf8023,Dillon Johnson,Small Business,2023-10-12,2023-10-13,10623.21,Gold,DL,Lewismouth,66240,Referral
f816a913,Regina Hanson,Individual,2023-05-08,2023-07-04,18330.03,Silver,KA,North Melissa,51947,Online Ad
24387527,Amy Hensley MD,Small Business,2023-03-19,2024-09-15,1054.3,Silver,GJ,West Christinachester,46768,Organic Search
6d2bd70e,Christina Williams,Individual,2023-11-17,2024-03-03,5613.27,Bronze,DL,East Cindyview,80764,Social Media
f1c7c849,Lauren Fox,Small Business,2023-05-02,2023-07-02,17529.45,Gold,TN,South Troyfort,08711,Social Media
0ed97f92,Julia James,Corporate,2023-08-19,2025-03-22,828.07,Bronze,WB,Port Jonathan,99194,Organic Search
0152363d,Jacob Smith,Corporate,2022-08-13,2024-09-11,13978.14,Bronze,AP,Thompsonfort,73097,Online Ad
b2072247,Jennifer Davis,Individual,2022-03-20,2025-02-16,7654.6,Gold,DL,Lake John,35965,Social Media
5e990010,David Lee,Small Business,2023-12-23,2024-08-14,14910.5,Gold,AP,New Marie,42283,Social Media
0f670798,Erin Fisher,Corporate,2023-03-17,2024-09-21,1582.98,Gold,MH,Thompsonton,82572,Referral
dad431a3,Steven Smith,Individual,2023-04-09,2023-07-20,856.06,Gold,RJ,Port Walter,71810,Referral
ce1b42ba,Michele Wilson PhD,Individual,2022-05-15,2024-11-03,2878.3,Bronze,AP,East Nicole,29450,Social Media
8c8106c2,Christopher Bryant,Small Business,2022-03-10,2022-04-01,7843.36,Silver,GJ,Port Edwin,56331,Social Media
af063efe,Ian Wolfe,Individual,2024-04-20,2024-07-26,15002.31,Gold,RJ,Brianhaven,70552,Referral
8124431d,Eric Johnson,Corporate,2024-04-19,2025-05-21,12228.74,Silver,RJ,South Rachel,41948,Organic Search
11aeafec,Anthony Coleman,Individual,2023-06-25,2025-02-02,4803.09,Gold,KA,South Sandrafurt,93680,Social Media
4fd6b7f7,Mike Wilson,Individual,2021-12-12,2024-09-21,4787.18,Bronze,AP,Robinsonberg,15218,Referral
dd37ed03,Hunter Bradley,Small Business,2023-03-24,2024-03-20,4540.01,Silver,DL,New Susan,56702,Social Media
f21dee0f,Samantha Robles MD,Small Business,2023-01-02,2025-03-25,12006.73,Gold,RJ,East Ann,65993,Referral
3f652b88,Drew Soto,Individual,2021-08-29,2022-03-29,9647.15,Silver,UP,New David,81849,Referral
4a3052e2,Amy Zhang,Individual,2022-11-30,2023-12-24,19177.49,Silver,UP,Melaniestad,49728,Referral
b6f5c8d1,Jake Frazier MD,Individual,2022-11-10,2023-02-21,9762.69,Bronze,TN,Rossberg,15979,Online Ad
a069ff77,Heather Davis,Small Business,2021-12-29,2023-10-01,6468.42,Bronze,TS,Kellybury,03434,Organic Search
3cf4ada0,Laura Foster,Corporate,2023-01-21,2025-03-05,18802.6,Gold,TS,South Amandahaven,74640,Online Ad
aab4ea1a,Dylan Hernandez,Small Business,2022-09-28,2025-04-24,19777.15,Bronze,MH,North Hannah,12782,Online Ad
2343165d,John Shaw,Individual,2022-03-29,2024-12-23,9437.78,Bronze,TN,Jamesfurt,45360,Organic Search
d7266645,Mr. Joseph Benson MD,Individual,2022-02-14,2022-03-23,10274.08,Bronze,TS,Lake Jocelynshire,04281,Social Media
a76328b9,Melinda Benitez,Individual,2021-07-18,2022-07-07,8652.89,Gold,RJ,Sandersmouth,80717,Organic Search
c72c8c18,Jonathan Wang,Corporate,2022-12-11,2023-03-29,3621.76,Gold,DL,Hollyton,81287,Online Ad
44ada22d,Edward Campos,Individual,2022-04-02,2023-01-12,16884.65,Bronze,TN,Port Whitney,63794,Online Ad
f0ed703e,Sharon Clark,Individual,2022-10-30,2024-06-23,6700.47,Silver,KA,North Robert,76679,Organic Search
374b3a60,Marvin Young,Corporate,2022-08-31,2024-06-08,11208.85,Silver,KA,New Nathanland,34658,Referral
063a0751,Jonathan Cooke,Corporate,2023-01-25,2024-08-18,14976.87,Gold,TS,Jessicahaven,02952,Social Media
debed236,Sandra Bailey,Corporate,2023-09-08,2024-03-28,3556.35,Gold,RJ,Millerport,98763,Referral
73ce3ddb,Justin Torres,Individual,2023-12-02,2025-04-30,12084.56,Silver,KA,Bakerchester,20172,Online Ad
